"","RPpos_933","RPpos_957","eWAT_RPneg_963","RPpos_975","RPpos_981","RPpos_937","RPpos_943","RPpos_947","RPpos_959","RPpos_967","RPpos_979","RPpos_927","RPpos_969","RPpos_973","RPpos_983","RPpos_929","RPpos_965","RPpos_971","RPpos_977","RPpos_985"
"Label","KO_day","KO_day","KO_day","KO_day","KO_day","KO_night","KO_night","KO_night","KO_night","KO_night","KO_night","WT_day","WT_day","WT_day","WT_day","WT_night","WT_night","WT_night","WT_night","WT_night"
"Tritosulfuron_444.0279_1.0596_51_Rpneg"," 0.21955685"," 0.71158705"," 0.02494461"," 1.06601514"," 1.29990901","-1.54387698","-1.58397348"," 0.16296775"," 0.06670725","-1.87455562","-0.76508883"," 1.39304274"," 0.67457144","-1.58643797"," 0.63275856"," 0.59359273"," 0.49034631","-0.61744840"," 0.08624374"," 0.54913812"
"_460.0256_1.163_474_Rpneg"," 0.24704158","-0.25386270","-0.17907878"," 0.76106833"," 0.13268268","-1.65769529","-1.68450606"," 0.30220338","-1.21595887","-1.22267758"," 0.02854524"," 1.39782116"," 1.97907142"," 0.97042930","-0.01845225"," 0.61086193"," 0.49581516","-1.23729801","-0.21989860"," 0.76388796"
"_710.1011_1.1622_117_Rpneg"," 0.605852475"," 0.267321373"," 0.526884560"," 0.637982805"," 2.694668583"," 0.594513050","-0.344690509"," 0.717011086","-0.467524361","-1.386662284","-1.150126468"," 0.004831255"," 0.351446600","-0.800299289"," 0.875427784","-1.015002265"," 0.724096651","-1.348721384","-1.022310198","-0.464699462"
"1-Methylhistamine_124.0973_0.9021_73_Rpneg"," 0.21232967"," 0.38037428","-1.18225301"," 1.07360660"," 0.02016837","-2.33046485","-1.30364239","-0.96061517","-0.20178214"," 0.43922320"," 0.74750487"," 0.80494887"," 0.85453079"," 1.01644352"," 1.07688848"," 1.34117073","-0.76073654","-1.20620382"," 0.06036702","-0.08185849"
"N-Methylisoleucine_msDial4_144.1025_1.2934_477_Rpneg"," 0.54360802"," 0.97711741"," 0.17069714","-1.40169127","-2.24161821","-2.09796953","-0.90255049","-0.84569063"," 0.96544556"," 0.14189747"," 0.06425766"," 0.54770640"," 0.63262009"," 0.10295028"," 0.64863033"," 0.21776465"," 0.43820618","-0.17079445"," 1.06929926"," 1.14011413"
"_459.1971_3.7206_74_Rpneg"," 0.7013000"," 0.2236203"," 0.5516403"," 0.4363272"," 1.9940648"," 1.3405775","-0.5036714","-0.4334813"," 0.1757744","-0.4923811","-0.9988244"," 0.2937103","-0.3961863","-2.5876205"," 1.2312343","-1.1618307"," 0.2992521","-0.6983561"," 0.2304905","-0.2056401"
"_403.0469_2.0725_563_Rpneg","-0.09049327","-0.63504427","-0.11259085","-0.28565129","-0.15238763","-0.04396502"," 0.01829653","-2.76124431","-0.12048986"," 1.34159452","-0.79327922"," 0.50858505"," 0.78694910"," 2.11410705","-0.64813510","-0.51792013","-0.01451432"," 1.08517895"," 0.91401000","-0.59300594"
"_647.0659_1.027_75_Rpneg"," 0.288458559"," 0.969184592"," 0.444809093"," 0.111042042"," 0.989265038","-2.063152850"," 0.069395850"," 0.057586063"," 0.284356059","-2.129954650","-0.306892670"," 1.186011682"," 0.747743847","-1.750099075"," 1.208655887"," 0.735780026","-0.002224757","-0.808697660","-0.267490526"," 0.236223451"
"_521.0345_0.9002_214_Rpneg"," 0.9036862"," 0.2792919","-1.0036437"," 0.2137616","-0.8846461","-2.0969543","-0.7079268","-0.9836439","-0.1628149"," 0.5588706"," 0.8574104"," 0.9363874"," 0.7874758"," 0.1235562"," 1.5395390"," 1.4891981","-1.1127588","-1.3432898"," 0.3429009"," 0.2636004"
"_325.108_2.3414_478_Rpneg"," 0.86569814"," 0.07951580"," 0.45866721"," 0.23625163"," 1.93738428"," 1.94249743"," 0.23653123","-1.25611808"," 0.07873619","-0.10494847","-0.71963776"," 0.04731857","-0.39406414","-2.32195909"," 1.04604970","-0.74377102","-0.30615445","-0.97772951","-0.17637421"," 0.07210653"
"_318.0293_3.7217_565_Rpneg","-0.06106358","-0.57227402","-1.60690166"," 0.79613486"," 0.25292751","-1.02931249","-1.39125724","-0.55500402","-0.61101394"," 0.05879684"," 0.65223382"," 0.72554359","-0.31126245"," 1.18044641"," 1.31451623"," 0.02642137"," 1.66680314","-1.42898359"," 1.52341309","-0.63016386"
"_354.0793_3.7264_211_Rpneg"," 0.01994761","-0.52616403","-1.57076058"," 0.33233984","-0.94710311","-2.09034058","-1.13032604","-1.05437451","-0.47482020"," 0.47343188"," 1.20267032"," 1.15920435"," 0.70754619"," 0.84405882"," 0.83427398"," 0.65550172"," 1.09003805","-0.55887652"," 1.17860931","-0.14485648"
"_346.2041_1.0779_78_Rpneg"," 0.36203000"," 0.68920884"," 0.52974627"," 0.85616638"," 0.75905575","-0.85267670","-2.19665041"," 0.33867576"," 0.55542300","-1.44439334","-1.39477576"," 0.73695174"," 0.40163484"," 0.35984230"," 0.63311801"," 0.58221874"," 0.03093343","-2.12588327"," 0.52886296"," 0.65051147"
"_166.0336_0.9796_638_Rpneg"," 1.44495230"," 0.01654525","-1.48781098"," 0.50856799","-0.83842760","-1.35388965","-0.11696735","-1.34319956","-1.36681238"," 1.42820454"," 0.99531586","-0.38361090","-0.39128914"," 0.25828107","-0.42313590","-0.14117780"," 0.14249542"," 0.69054025"," 1.99799915"," 0.36341942"
"Boscalid_341.0353_1.5474_568_Rpneg"," 1.67623644","-0.69847320"," 0.16579980","-0.15663587"," 0.04187643"," 2.04145325"," 1.27382812"," 0.11178430","-0.12798545"," 1.39243769","-0.24043017"," 0.27891657","-0.45092318","-0.63133857","-0.63035398","-1.40776452","-1.46282198"," 0.18744524"," 0.23227272","-1.59532366"
"_538.0835_1.0607_166_Rpneg"," 0.84883984"," 0.50106928"," 0.42063355"," 0.60022995"," 1.70026321"," 0.08900930","-0.26742859"," 1.34895050"," 0.50885973","-0.19753341","-0.77793674"," 0.05367876","-0.46257291","-2.27898483"," 0.55384672","-0.83873749","-0.55601487","-2.15488354"," 0.37807386"," 0.53063768"
"_484.0499_2.2813_745_Rpneg"," 1.27281371"," 0.19969377","-0.03682582"," 0.26504250"," 0.39684109"," 1.71538139"," 0.81604383"," 1.29310002","-0.16892007"," 0.74958491"," 0.38559872","-0.99881615","-1.05120133","-2.16921756","-1.39158277","-0.07418330"," 0.83056459","-0.50047159","-1.10221412","-0.43123183"
"_445.0152_1.1652_217_Rpneg"," 0.2445314"," 0.1418648","-0.5779811"," 0.7073919"," 2.1810342","-1.3482463","-0.9301712","-0.2300072","-0.6065332","-0.7760305","-0.4085162"," 0.7609756"," 0.8339683"," 1.1189028"," 1.3261786","-0.8336730"," 1.0570617","-0.8317643","-0.2096088","-1.6193777"
"_491.1342_3.7206_486_Rpneg"," 0.63091665"," 0.35228428"," 0.47153727"," 0.77490365"," 1.78000937"," 0.98505291","-0.55144169","-0.21499683"," 0.03864357","-0.43483946","-1.12331188"," 0.24730545","-0.86151923","-2.43749311"," 1.21414832","-1.33987732"," 0.63517429","-0.80434040"," 0.79090018","-0.15305601"
"_383.0989_0.928_126_Rpneg"," 0.84889388"," 1.44879091"," 0.89327111"," 1.74125672"," 0.03880624"," 0.24834088","-0.78115749","-0.97724847"," 1.23680911"," 1.28699546"," 0.46996578"," 0.12340932","-0.10329521","-1.24608214","-0.37280713","-1.31751588","-0.82345293","-0.88297479","-0.31356662","-1.51843875"
"Guanosine_metlin_282.085_2.0408_305_Rpneg"," 0.636875954","-1.355793557","-0.082533485","-1.301830991"," 0.056380497"," 0.449299330","-0.348454397","-1.505299842","-0.511689259"," 1.869646321","-1.546283141"," 0.526251987"," 0.327992609"," 1.347292918"," 0.002276566","-0.498055866","-0.746914763"," 1.472188110"," 1.057328893"," 0.151322115"
"_286.0915_3.7239_95_Rpneg"," 0.24683556","-0.69709722","-1.95311822"," 0.52072670"," 0.12529840","-1.31253318","-1.51581244","-0.84578468","-0.52582872"," 0.01610916"," 0.74205875"," 0.95885194"," 0.20578121"," 1.14705748"," 1.51448527"," 0.05268045"," 1.35402605","-0.86944589"," 1.21659105","-0.38088166"
"_709.1127_1.0916_218_Rpneg"," 0.67758376"," 1.18227076"," 0.38061802"," 0.71275896"," 0.90807320","-0.49233461","-0.81501995","-0.01182297"," 0.71221271","-1.16527825","-1.07814193"," 1.30687220"," 0.28844238","-2.84084970"," 0.73506453"," 0.31778955","-0.39593765","-0.95705851"," 0.34725772"," 0.18749975"
"_543.0172_0.8949_491_Rpneg","-0.09682797","-0.96346463","-1.07860294","-0.79339676","-0.83417656","-1.30376780","-1.28856975","-0.08075883","-0.73200176","-0.67213096"," 0.32176697"," 0.81518700"," 1.61779923"," 1.59144657"," 1.84248112"," 0.49607619","-0.32253766","-0.24015395"," 0.76934590"," 0.95228658"
"_662.028_0.9018_752_Rpneg"," 1.29033501"," 1.00905911","-0.37431768"," 1.18309725"," 0.41245444","-0.48515266"," 0.01428970","-0.63118777"," 0.48440446"," 1.10529573"," 1.23669951"," 0.03635952","-0.70334684","-1.33347374"," 0.40459504"," 1.07138618","-1.69769858","-1.99833700","-0.53597823","-0.48848345"
"_628.1752_0.9418_653_Rpneg"," 0.66575443","-0.58672925","-0.67010416","-0.84029801","-1.46167713"," 1.09310958"," 1.35198352"," 0.53763564","-0.37159901"," 1.05493861"," 0.40412085","-1.21022046","-0.97316320","-1.29896219","-1.23217743"," 1.39223919"," 1.51566574"," 0.55353552"," 0.16580594","-0.08985817"
"_381.0674_2.0698_307_Rpneg"," 0.29330438","-0.77233092"," 0.67192641","-0.40260875"," 0.42687069"," 1.12079857"," 0.42257188","-2.12577938"," 0.07016845"," 1.80665269","-1.01703032","-0.05211970"," 0.34114504"," 0.72492209","-1.05852914","-0.93347834","-0.68401510"," 1.69607000"," 0.49204964","-1.02058819"
"_316.0348_0.9101_190_Rpneg","-0.71229756","-0.15326863","-0.82076292","-0.69293011","-2.63275740","-0.63193820"," 0.08949690","-0.04180168","-0.47104530"," 0.08001319"," 1.14078775"," 0.72221459"," 0.13922813"," 1.49753863"," 0.06750121"," 1.45260631"," 1.41244302","-1.02958286"," 0.69292059","-0.10836566"
"_531.9562_0.893_544_Rpneg","-0.2520315","-0.2644218","-0.5399669"," 0.7589098"," 0.2457591","-2.6879753","-1.7334962","-0.9989441","-0.0919864","-0.3124057"," 0.5851536"," 0.4399375"," 0.3958018"," 1.7509123"," 0.7668725"," 1.0061824","-0.3088072","-0.2133218"," 0.8818525"," 0.5719753"
"SAH / S-Adenosyl-L-homocysteine_metlin_383.1151_1.4106_310_Rpneg"," 1.47027474"," 0.07300873","-0.60707944"," 0.85895690"," 0.46055443","-0.11469146","-2.15002265"," 0.36416672","-0.12368921"," 0.07989896","-1.26490390"," 1.12764688"," 0.82083792"," 0.35556422"," 0.24344254"," 0.52732190","-0.79213691","-2.33550341"," 0.75508350"," 0.25126955"
"_314.0202_1.0601_221_Rpneg","-1.2618284"," 0.4250782","-0.2602336","-1.4831202","-2.4859443","-0.8127592"," 1.1628041"," 0.2304362","-0.1002566","-0.4467062"," 0.8443279"," 0.4933468"," 0.7308087"," 0.1034706","-0.3207549"," 1.5146680"," 0.1108436"," 1.4976061"," 0.4471053","-0.3888922"
"UDPG / Uridine 5'-diphosphoglucose_metlin_565.0486_0.9647_70_Rpneg","-0.66738114"," 0.15302779","-0.16698902","-0.10174093"," 1.11990017","-2.74947431","-1.07264495","-0.29674980","-0.02405403","-1.80652066","-0.22840212"," 0.63327190"," 0.33788082"," 1.21748961"," 0.67406762"," 0.26253568"," 1.25447899"," 0.08639797"," 0.49106511"," 0.88384130"
"_269.055_0.9986_761_Rpneg"," 1.09252736"," 0.98048624"," 0.76505149"," 1.14949172"," 0.66546268"," 1.21192955","-0.08082175"," 0.95266625"," 0.82443724"," 1.32055356"," 0.35935419","-1.01058644","-0.83953904","-1.11322625","-0.94769122","-1.06807932","-1.13166675","-1.08991436","-0.96817631","-1.07225884"
"Indoxylsulfuric acid_metlin_212.0026_4.3345_140_Rpneg"," 1.0983717","-0.6286482","-0.1862583","-0.4843712"," 0.6604251"," 0.7641299","-0.9239118"," 0.8392341","-0.3614874"," 0.2622836"," 0.2716905"," 0.8559155"," 0.1843691","-1.3260967"," 1.3822336"," 0.6768791","-0.2275666","-2.8301431","-0.8265731"," 0.7995240"
"_535.1557_2.0684_312_Rpneg"," 0.2474030","-0.6200372"," 0.7272866","-0.4068859"," 0.5074495"," 1.0244440"," 0.4881656","-2.4534960"," 0.1732484"," 1.4555971","-1.4259744"," 0.1718379"," 0.4957279"," 0.7082487","-1.1419734","-0.8256340","-0.4839093"," 1.5415277"," 0.5096663","-0.6926925"
"_405.0292_1.364_314_Rpneg"," 1.113498881"," 0.366547752"," 0.471772975"," 0.402435663"," 0.797132385"," 1.625996173","-0.077964297"," 1.289810980","-0.008649648"," 0.983698491","-0.041866763","-1.810721502","-0.956340320","-2.194226836","-0.429224337","-0.332438383"," 0.099242104","-0.341651181","-1.325740838"," 0.368688699"
"_615.1452_1.4355_457_Rpneg"," 1.0166771"," 1.7693407","-0.2493505"," 1.5978169","-1.5387116","-0.1973398","-0.9741473"," 0.5847440"," 0.8968937"," 0.9356730","-0.3699356"," 0.4405576","-1.2334814","-1.7362762","-0.2001673","-0.1859122"," 0.1678961","-0.9508122"," 0.8001601","-0.5736250"
"_634.9905_0.9013_611_Rpneg"," 0.40075304"," 0.76865944","-0.17255015"," 2.05242291"," 0.29705210","-2.58096590","-1.00487978","-1.15596396"," 0.62758918","-0.25455977"," 0.68472612"," 0.30084752","-0.50387681"," 0.01447178"," 0.16739821"," 1.34438860","-0.25838810","-0.93822413"," 0.75124436","-0.54014465"
"_264.0576_1.0072_587_Rpneg"," 1.15793990","-0.85258939","-0.14647347"," 1.09996375"," 1.24335025"," 1.04512704","-2.18201172"," 0.82370724","-0.22907371"," 1.00259128","-0.79153548"," 0.19683238","-0.09262935","-0.58291552"," 0.66716975","-0.32095696"," 0.21601864","-2.21732644","-0.15945857"," 0.12227039"
"Delphinidin-3-O-beta-glucopyranoside_464.0992_1.9666_764_Rpneg"," 1.39212119"," 0.85604146"," 0.50920880"," 0.95593543"," 0.43885114"," 0.41640266"," 0.53652607"," 0.72359950"," 0.44968252"," 0.75086344"," 0.71693956","-1.76153415","-2.53078491","-0.89572839","-0.01835396","-0.77164773"," 0.37459278","-0.65389386","-0.98572167","-0.50309986"
"ADRENALINE BITARTRATE_msDial_332.0973_3.7217_30_Rpneg"," 0.79117856"," 0.34330165"," 0.36301442"," 0.44981080"," 1.05605742"," 1.23113683","-0.02766008"," 0.06095843"," 0.39783792"," 0.01645134","-1.09544823"," 0.44221149","-0.37246455","-3.32724532"," 0.92316450","-1.09657766"," 0.40595402","-0.25080732"," 0.15480530","-0.46567950"
"_335.0616_2.0714_179_Rpneg"," 0.20975779","-0.72377572"," 0.14929997","-0.37549478"," 0.15339541"," 0.23074399"," 0.21212536","-2.66814705"," 0.02366204"," 1.46790085","-0.78271876"," 0.42954439"," 0.73490979"," 1.70634974","-1.08824570","-0.72205767","-0.31208710"," 1.28919685"," 0.79330893","-0.72766832"
"1-[(4-Chlorophenyl)phenylmethyl]piperazine_285.1129_0.9203_339_Rpneg"," 0.76140542"," 0.98318748"," 0.30863275"," 1.76907780"," 1.30985949","-0.81268555","-0.80064750","-1.94698401"," 0.31654209"," 0.69176642"," 1.10643821","-0.50306260"," 0.03812547","-0.07476538"," 0.84394041","-0.78772246","-0.18973838","-1.39095690","-0.20372601","-1.41868678"
"_684.1416_3.6762_149_Rpneg"," 1.04877764"," 0.27273978"," 0.20192864"," 0.11835370","-1.06238176"," 2.46283750","-0.37077111","-1.12166397","-0.09771522"," 1.13717473","-1.13948541"," 0.41535381"," 0.78576891","-1.87745338","-0.19874836"," 0.73109007"," 0.47687418","-0.90330817","-0.07834727","-0.80102430"
"_472.0151_0.9062_128_Rpneg"," 0.20486318"," 0.82037912","-0.13036714"," 1.50945307","-0.15632484","-2.18694603","-0.52448947","-1.39943200"," 0.42908009","-0.02930574"," 0.88800072"," 0.63755337"," 0.01226093"," 0.33211942"," 0.32314625"," 1.39400105","-0.51715063","-0.04423347"," 0.61878858","-2.18139647"
"_715.1009_1.0651_129_Rpneg","-0.07740495"," 0.44060099"," 0.19424472"," 1.00362679"," 0.76344675","-1.18419706","-1.18692329"," 0.12506546"," 0.22367859","-2.17757554","-0.77217206"," 0.89921767"," 0.78261439","-2.13858140"," 0.92796386"," 0.85951361"," 0.24779244","-0.41214190"," 0.60948699"," 0.87174392"
"_665.0648_1.4404_236_Rpneg","-0.2763740744","-0.2199848901","-1.5524400498"," 0.5409226703","-1.1594703278","-2.1249560467","-0.9888769971","-0.0859957121","-0.5383472637"," 0.5140066795"," 0.8910287532"," 0.4471866248"," 0.1012420445"," 1.7001329603"," 0.0009089753"," 0.9236230472"," 1.1072210852","-0.7161035918"," 1.5104686002","-0.0741924866"
"Chlorogenic acid_353.0912_0.9531_248_Rpneg"," 1.68331387","-0.49103013","-0.15463754"," 1.81732125"," 1.32563331","-0.92476735","-1.33233502","-0.16225489","-0.08661983"," 1.34332427","-0.99747884"," 0.68387265","-0.06407764","-1.55990842"," 0.96404810","-0.65251711","-0.16844010","-0.89173856"," 0.17982765","-0.51153566"
"_358.0928_0.9859_768_Rpneg"," 1.1081493"," 1.0537314"," 0.7300724"," 1.1128868"," 0.7714504"," 1.1864284","-0.2207402"," 0.9646145"," 0.8403411"," 1.2844578"," 0.2813500","-1.3144734","-1.1076936","-1.0919456","-0.9071625","-0.8756482","-0.8822671","-1.0080215","-1.1722933","-0.7532368"
"_628.0587_0.9843_551_Rpneg","-0.86303590","-0.73879977","-1.05073250","-0.54211656","-0.03470775","-2.14197045","-0.48661749"," 0.60430390","-0.66688007","-1.26023619"," 0.37218929"," 0.34934514"," 0.53829623"," 2.01628380"," 0.31590985"," 0.54941121"," 1.53952948","-0.08051085"," 0.31872539"," 1.26161325"
"_493.0536_1.0667_592_Rpneg"," 0.3756667","-0.3751473"," 0.3019803"," 1.3218339"," 0.5824955","-0.3776984","-1.0388901"," 0.4857549","-0.4700258","-1.3397964","-0.2672483"," 0.1172279"," 0.9329208","-2.7949547"," 1.4150324"," 0.9944201","-0.3367428","-0.3913658","-0.1455619"," 1.0100989"
"_316.0792_3.7209_593_Rpneg"," 0.58065161","-0.59791230"," 0.03501868"," 0.54945982"," 1.85680204"," 1.04316098","-1.03661482","-0.51161086","-0.03485171","-0.60783674","-0.64279911"," 0.55604875","-0.58284093","-1.23897103"," 1.95526446","-1.32670626"," 0.90304814","-1.28057247"," 0.91552159","-0.53425983"
"_404.0144_1.0618_343_Rpneg","-0.407288843","-0.894507435","-0.257658946"," 0.277190184","-0.388390264","-1.527158765","-1.475716079","-0.006674563","-0.234305343","-1.613224575","-0.551003506"," 0.639059314"," 2.038269193","-0.404802644"," 1.789100515"," 0.827114725"," 0.045040991"," 0.436551156"," 0.803325128"," 0.905079757"
"_410.1276_0.9195_253_Rpneg"," 0.9849607"," 1.2513431"," 0.4149285"," 1.7919793"," 1.2300169","-0.5050440","-0.1799944","-1.6720029"," 0.7945222"," 0.4364401"," 0.8974565","-0.2918075","-0.3054687","-1.1322888"," 0.5675612","-0.3352434","-0.7716542","-1.1391109","-0.3127735","-1.7238201"
"_694.1084_1.0883_770_Rpneg"," 0.7235454","-0.8529929"," 0.6706110","-1.5672484"," 1.7318098","-0.2791477","-0.2444634","-1.4849803"," 0.7825984","-1.0983951","-0.5886046"," 1.2043968"," 0.5938978","-1.7929448"," 1.0648853"," 0.4789381"," 0.1878858","-0.5930318"," 0.5629702"," 0.5002706"
"_256.0438_1.5662_617_Rpneg"," 0.2213513"," 0.8486752"," 0.6365216"," 0.6490435"," 1.8583914"," 0.1128508","-1.1137645"," 0.6365813"," 0.6900813","-0.6627922"," 0.2265966"," 0.1828237","-1.1104622","-2.7371526"," 0.2230268"," 0.4345863","-0.1995922","-1.3687732"," 0.6255484","-0.1535412"
"_693.1193_1.0612_15_Rpneg"," 0.28288057"," 1.02449111"," 0.42561211"," 1.02592647"," 1.13826192","-0.84332503","-0.81405802"," 0.09624675"," 0.52559542","-1.83693083","-0.90843207"," 0.98680472"," 0.25155753","-2.63868665"," 0.62664197"," 0.53849354","-0.08681791","-0.64314878"," 0.32891756"," 0.51996962"
"_635.1209_1.4346_254_Rpneg"," 0.1652099","-0.1760015","-1.5075716"," 0.3256571","-1.6515609","-2.0478475","-1.1978039","-0.2609435","-0.4246197"," 0.6172567"," 0.6386744"," 0.5552163"," 0.6664706"," 1.4214051"," 0.5778135"," 1.2619292"," 0.8235941","-0.7631741"," 1.0935569","-0.1172613"
"_437.2155_3.7203_20_Rpneg"," 0.66306498"," 0.33497486"," 0.83867453"," 0.18898278"," 1.97074248"," 1.77820029","-0.06908001","-0.07917067"," 0.26982062","-0.51217676","-1.18760550"," 0.05000956","-0.61965461","-2.48256155"," 0.80921876","-1.17089521"," 0.06400929","-0.50877298","-0.09392493","-0.24385593"
"_233.0765_0.9896_772_Rpneg"," 0.76869858"," 0.70270514"," 0.21946707"," 1.03388620","-0.02907702"," 0.72272300","-0.55276755"," 0.45984282"," 0.42470988"," 1.20469520"," 0.20491540"," 0.32075801"," 0.17898781"," 0.34915748","-2.50059724","-0.00282207","-1.68305340"," 0.01643169"," 0.31583692","-2.15449792"
"_480.0777_1.1123_556_Rpneg","-0.09932682","-0.18084029"," 0.81962401"," 0.53360303","-0.10707020"," 0.74855902"," 0.80249237"," 1.58689656"," 0.06773418","-0.70758010"," 0.47867199","-1.93224464","-0.50944699","-2.42434511","-0.59169042"," 0.75641447"," 0.85174466"," 0.02807651","-1.06215137"," 0.94087914"
"PC(16:1/13-HODE)_771.0622_0.9027_621_Rpneg"," 1.3200910"," 0.8750964","-0.3915370"," 0.9253656","-0.4721455","-1.4423998"," 0.1694747","-1.4535938"," 0.1965150"," 0.3990463"," 0.7582611"," 0.7437963"," 0.1130732","-1.1927740"," 0.9008264"," 1.5585504","-1.9748288","-0.8718809"," 0.3447850","-0.5057216"
"_732.0784_1.1638_407_Rpneg"," 0.386521221"," 0.252128688"," 0.315426242"," 1.049051860"," 1.985464459","-0.228820453","-0.706179885","-0.367056966","-0.004315665","-1.601346968","-1.211042790"," 0.456680615"," 0.927778058","-0.367554519"," 1.575311559","-1.446608702"," 0.306741020","-1.715270767"," 0.062361879"," 0.330731114"
"_717.0725_1.1652_408_Rpneg","-0.1044003","-0.2714142","-0.4890118"," 0.2300339"," 1.7160586","-0.4980960"," 0.1623665","-0.2325228","-0.7099266","-0.2496288","-0.1418663","-0.6494368"," 0.7327732"," 2.3016894"," 1.0113184","-1.9398666"," 1.2247507","-0.6478327","-0.1070585","-1.3379292"
"Oxacillin_400.1019_1.0166_773_Rpneg"," 1.0113838"," 0.9818001"," 0.8752001"," 0.8818278"," 0.1018900"," 0.8585171"," 0.4036312"," 1.0732873"," 0.9330292"," 1.2532805"," 0.6185911","-0.7446553","-1.1650171","-1.9520065","-0.8610700","-0.9461141","-1.0040134","-1.2566717","-0.3409783","-0.7219117"
"_656.9676_0.8941_623_Rpneg","-0.02600743"," 0.65599639","-0.43383540"," 1.09628840"," 0.44752114","-2.83527763","-2.23396101","-0.50777160"," 0.03665908","-0.50513173"," 0.67203373"," 0.17944841"," 0.22151943"," 0.62395792"," 0.83089631"," 0.63499370"," 0.46201750","-0.55707187"," 0.87316457"," 0.36456009"
"N-Acetyl-L-glutamic acid_metlin_188.0564_1.5626_89_Rpneg"," 0.2783322"," 0.7437655"," 0.8554859"," 0.5387388"," 2.1056157"," 0.9474983","-0.8122288"," 0.7797445"," 0.5444690","-0.5817726","-0.1634305","-0.1303093","-1.3593651","-2.6375015"," 0.1587538"," 0.0297681","-0.2778686","-1.0479721"," 0.1920879","-0.1638111"
"_619.0126_0.901_326_Rpneg"," 0.01942494"," 0.74496943","-0.52778539"," 1.14947767","-0.52788654","-2.87477445","-1.20954460","-1.30236033"," 0.21577116","-0.48751004"," 0.67469241"," 0.73445206"," 0.27447203"," 0.76294168"," 0.53300717"," 1.45621802","-0.08060870","-0.13345044"," 0.84155312","-0.26305917"
"_725.1093_1.1605_449_Rpneg"," 0.64975212"," 0.27686310"," 0.93629612"," 0.47027925"," 0.81633434"," 0.49008080","-1.15475576"," 1.19756368","-0.03834459","-1.27513637","-0.90357578"," 0.44866380"," 0.24778208","-2.68006608"," 0.40202801"," 0.81481953"," 0.28538653","-1.12618959","-0.83839454"," 0.98061336"
"_433.9782_0.8925_433_Rpneg"," 0.23719270","-1.11630339","-1.13197982","-0.88397646"," 0.63049220","-0.93221001","-1.72774487"," 1.24515802","-0.48424562"," 0.35188847"," 0.08068030"," 0.06040791"," 1.01094232"," 0.91150443"," 1.63789085","-0.40730671"," 0.73698568","-1.53919083","-0.03996305"," 1.35977790"
"_537.0117_0.9013_373_Rpneg"," 1.68046205"," 0.85652869","-0.25586843"," 1.38373014"," 0.33995335","-0.34850109","-0.06951230","-0.59737726"," 0.66393479"," 1.04898497"," 0.64607128"," 0.05729048","-0.96828425","-1.37141508"," 0.53469858"," 1.01487353","-1.48675741","-1.96648273","-0.66606138","-0.49626794"
"_384.0335_1.1677_374_Rpneg","-1.5408197","-0.8193773","-0.7010498"," 0.3723549","-1.2930642","-1.5010921","-1.2478470","-0.2932773","-0.5232928","-0.4647925"," 0.2601746"," 0.9408647"," 0.8913821"," 1.5734147"," 0.6949637"," 1.5214984"," 1.0392997","-0.2226302"," 0.3010016"," 1.0122885"
"_306.0606_1.5447_607_Rpneg"," 0.7346256","-0.6847414","-0.1944509","-0.4816565"," 3.1649272"," 1.5689339"," 0.5460378"," 0.5629529","-0.1617998"," 0.7592443","-0.1911165","-0.6015890","-0.8355414","-0.3563287","-0.8762696","-0.8526473","-0.6046940","-0.7829864","-0.5493259","-0.1635743"
"_509.9718_0.8999_412_Rpneg"," 0.27515829"," 0.70682161","-0.02104063"," 1.52114749"," 0.53346650","-2.05546978","-0.81445694","-0.66884423"," 0.53557367","-0.02441377"," 0.75325569"," 0.50864163","-0.30079143"," 0.40348265"," 0.30761852"," 1.09240870","-0.35080981","-0.17076475"," 0.49609860","-2.72708200"
"_503.0469_1.1393_887_Rpneg"," 0.28431241"," 0.03266303","-0.36688608","-0.63487522","-1.49951326"," 0.46657235"," 1.33385211"," 0.76444509"," 0.24190097"," 2.21825008"," 0.96940823","-1.93268673","-0.54078738","-0.96486676","-1.15756603","-0.43108390"," 0.90443489","-0.17315253"," 0.54394661","-0.05836788"
"Benz(c)acridine_228.078_1.0182_421_Rpneg"," 1.15659191","-0.80388216","-0.33339625"," 1.37413586"," 1.19442570"," 0.94947663","-2.13447936"," 0.64777939","-0.33503863"," 1.11670353","-0.56573105"," 0.13362254","-0.25233171","-0.37400955"," 0.46945501","-0.20784278"," 0.44296858","-2.30563032","-0.19003471"," 0.01721737"
"_731.0816_1.0756_378_Rpneg"," 0.19310790"," 0.35563626"," 0.37540841"," 1.11012885"," 1.26753242","-0.60797357","-0.83809225"," 0.40972037"," 0.37765828","-1.50137248","-0.82876158"," 0.96439299"," 0.42222058","-2.95756027"," 0.88623096"," 0.26642696"," 0.09447687","-0.56400086","-0.11797661"," 0.69279676"
"_279.0394_1.5491_280_Rpneg"," 1.25549462","-0.61692203"," 0.39804255","-0.51704833"," 0.76327063"," 2.37652877"," 0.94709946"," 0.92937193"," 0.11633300"," 1.16025446","-0.78914778","-0.04337785","-0.51267152","-1.14746435","-0.33104575","-1.22860420","-1.57223385","-0.03751184","-0.18260425","-0.96776369"
